id,text,speaker,turn,emotion_major,emotion_minor,situation,gender,age,environment,cluster_l1,cluster_l2,text_length,session_id,length_quartile
604_1_human,단순 몸살감기인 줄 알았는데 알고 보니 결핵이어서 혼란스러워.,human,1,불안,혼란스러운,"건강,죽음",남성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",34,604,medium
21274_1_human,엄마가 요즘 들어 죽고 싶다는 말을 자주 해서 초조해.,human,1,불안,초조한,가족관계,남성,청소년,,emotion_불안,emotion_불안_situation_가족관계,30,21274,medium
11141_2_human,응. 너무 무서워 특히 업무 지적을 할 때는 더 무서워.,human,2,불안,취약한,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",31,11141,medium
49839_1_human,이제 임금 피크제라면서 월급이 깎인다는데 걱정이야.,human,1,불안,취약한,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",28,49839,medium
19328_2_human,나는 별로 상관이 없는데 죄인처럼 말을 하니까 더 당황스러워.,human,2,불안,당혹스러운,"연애,결혼,출산",남성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",34,19328,medium
10972_2_human,잘 모르겠어. 이번에 취업이 안 되면 정말 답이 없는데.,human,2,불안,불안,"진로,취업,직장",남성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",31,10972,medium
49324_3_human,부모님께 솔직한 내 심정을 얘기하는 게 좋을 것 같아.,human,3,불안,혼란스러운,가족관계,남성,청소년,,emotion_불안,emotion_불안_situation_가족관계,30,49324,medium
9013_2_human,어저께 부모님 방에서 큰소리 나는 거 보니까 머릿속이 복잡해.,human,2,불안,두려운,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,34,9013,medium
27951_2_human,아내가 파킨슨병에 걸려서 내가 도맡게 됐는데 아내한테 미안해.,human,2,불안,스트레스 받는,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",34,27951,medium
22551_1_human,지금 전공하는 과는 취업이 너무 어려워서 고민이야.,human,1,불안,혼란스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",28,22551,medium
1644_2_human,병원에서 앞을 보는 건 어렵다는 이야기를 들을까 봐 불안했어.,human,2,불안,조심스러운,"건강,죽음",남성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",34,1644,medium
42022_2_human,나도 목표를 가지고 살고 싶은데 정하기가 쉽지가 않아.,human,2,불안,혼란스러운,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,30,42022,medium
24230_2_human,안 그래도 몸도 성치 않은데 말이야. 난 돈이 필요하다고.,human,2,불안,걱정스러운,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,32,24230,medium
9878_1_human,애들을 사랑하는 마음은 그대로인데 이젠 애들이 나를 불편해하네.,human,1,불안,두려운,"대인관계(부부, 자녀)",여성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",35,9878,medium
50580_2_human,나의 모든 생활 방식에 악영향을 끼치는 것 같아서 너무 불편해.,human,2,불안,걱정스러운,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,35,50580,medium
8650_2_human,돈이 부족해서 시부모님댁에서 같이 지내게 됐는데 그게 걱정이야.,human,2,불안,걱정스러운,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",35,8650,medium
12450_1_human,회사에 직장상사가 무섭게 생겨서 친해지는 게 두려워.,human,1,불안,두려운,"진로,취업,직장",남성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",29,12450,medium
49957_2_human,퇴직이 얼마 남지 않았는데 경제적으로 점점 더 어려워지고 있어.,human,2,불안,회의적인,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,35,49957,medium
15714_2_human,아들도 많이 도와줬는데 이번에도 또 부담감을 주게 되다니.,human,2,불안,조심스러운,재정,여성,노년,,emotion_불안,emotion_불안_situation_재정,32,15714,medium
18384_2_human,날씨까지 이 모양이니 일자리 구하기가 쉽지 않겠어.,human,2,불안,취약한,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,28,18384,medium
43027_1_human,눈이 점점 더 침침해져서 일상에서 글 읽기가 어려워져 짜증 나.,human,1,불안,초조한,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,35,43027,medium
10259_1_human,요새는 업무가 과도해서 스트레스가 많아. 야근도 잦고.,human,1,불안,두려운,"직장, 업무 스트레스",남성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",30,10259,medium
22304_2_human,생각보다 급여도 적고 그만하고 싶은데 불안해서 그럴 수가 없네.,human,2,불안,취약한,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,35,22304,medium
18153_3_human,하루 정도 내게 휴가를 줘야겠어. 하루 종일 휴식을 취할래.,human,3,불안,회의적인,재정,여성,노년,,emotion_불안,emotion_불안_situation_재정,33,18153,medium
22739_1_human,아내는 내가 회사를 그만두면 이혼하자고 할 것 같아서 불안해.,human,1,불안,불안,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",34,22739,medium
6033_1_human,국민연금이 고갈될 위기라는 기사가 자꾸 나오는데 걱정이야.,human,1,불안,걱정스러운,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",32,6033,medium
41257_2_human,남자들은 가치가 불쌍하지. 현대사회와 정보화 시대의 비극이야.,human,2,불안,스트레스 받는,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,34,41257,medium
36929_1_human,아직 해본 것도 없는데 어찌 미래를 정할 수가 있는 걸까?,human,1,불안,혼란스러운,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,32,36929,medium
9960_2_human,내 성격상 많이 위축되고 외부로 나가지도 않을 거 같아.,human,2,불안,초조한,"재정,은퇴,노후준비",여성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",31,9960,medium
36769_1_human,과연 내가 의대 가서 훌륭한 의사가 될 수 있을까?,human,1,불안,회의적인,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,28,36769,medium
25237_1_human,다음에도 병원에 오게 되면 돈을 누구에게 빌려야 할지 걱정이야.,human,1,불안,불안,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,35,25237,medium
25252_1_human,요즘 우울증으로 노인정에 안 오는 김 씨 할머니가 걱정 돼.,human,1,불안,두려운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,33,25252,medium
50329_3_human,모르겠어. 이 상황이 너무 익숙해진 것 같지만 노력은 해봐야지.,human,3,불안,스트레스 받는,학교폭력/따돌림,여성,청소년,,emotion_불안,emotion_불안_situation_학교폭력/따돌림,35,50329,medium
13127_1_human,내가 정말 애인을 사랑하는지 잘 모르겠어. 혼란스러워.,human,1,불안,혼란스러운,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",30,13127,medium
23344_1_human,남편과 가끔 다투는데 먼저 사과하기가 너무 어려워.,human,1,불안,취약한,"대인관계(부부, 자녀)",여성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",28,23344,medium
39183_1_human,사람은 죽기 마련인데 가까운 사람이 먼저 가면 참으로 황당하네!,human,1,불안,걱정스러운,"건강,죽음",남성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",35,39183,medium
35182_2_human,나와 알고 지내던 친구들 중에서도 은퇴한 사람이 늘어나고 있어.,human,2,불안,스트레스 받는,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",35,35182,medium
18689_3_human,집에만 있으면 답답하니 친구들을 만나러 다녀야겠어.,human,3,불안,취약한,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",28,18689,medium
48369_3_human,요양 병원에 가는 게 내키지 않았는데 이젠 그게 나을까 싶어.,human,3,불안,회의적인,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,34,48369,medium
46854_1_human,요즘은 하고 싶은 것이 없군. 내가 있는 이유를 모르겠어.,human,1,불안,스트레스 받는,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,32,46854,medium
47181_3_human,눈물만 흘렸어. 내가 할 수 있는 건 아무것도 없어.,human,3,불안,당혹스러운,학교폭력/따돌림,남성,청소년,,emotion_불안,emotion_불안_situation_학교폭력/따돌림,29,47181,medium
42286_2_human,암에 걸렸다니까 하던 일도 그만하고 싶고 내 삶이 너무 허무해.,human,2,불안,스트레스 받는,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,35,42286,medium
16156_3_human,이제는 매년 건강검진을 정기적으로 받으면서 몸을 돌봐야겠어.,human,3,불안,취약한,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,33,16156,medium
40288_3_human,가끔 겪는 일인데도 몸이 불편하니 짜증이 많이 나는군.,human,3,불안,불안,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,30,40288,medium
44544_2_human,다시 잘해보고 싶은데 행동 실천이 어려워서 힘들어.,human,2,불안,혼란스러운,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,28,44544,medium
10736_1_human,우리 회사는 근무 환경은 좋아. 그런데 업무 때문에 스트레스야.,human,1,불안,스트레스 받는,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",35,10736,medium
11549_1_human,지금 이 직장에서 계속 일할 수 있을지 걱정이 태산이야.,human,1,불안,회의적인,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,31,11549,medium
23888_1_human,직장에서 젊은 직원들 앞에서 모욕을 당할까 봐 걱정이야.,human,1,불안,걱정스러운,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",31,23888,medium
40544_3_human,정밀검사는 아직 못받았지. 한 번은 받아야 할 것 같아.,human,3,불안,당혹스러운,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,31,40544,medium
22557_2_human,이미 취업도 다 된 상황인데 이제 난 어떻게 해야 하지?,human,2,불안,혼란스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",31,22557,medium
42542_1_human,나이가 들고 온몸이 다 아파서 힘이 없고 무기력해.,human,1,불안,회의적인,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",28,42542,medium
22559_2_human,나랑 관련된 안 좋은 소문이 도는 것 같아서 마음이 불안해.,human,2,불안,혼란스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",33,22559,medium
43851_1_human,부모님이 간섭이 너무 심해서 무기력한 기분이 들어.,human,1,불안,회의적인,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,28,43851,medium
13152_2_human,벌면 대출 갚아야 하고 내 돈은 언제 모을지도 너무 걱정이 돼.,human,2,불안,스트레스 받는,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,35,13152,medium
47757_3_human,아이들이랑 이야기를 통해 어떻게 하면 좋을지 잘 풀어봐야겠어.,human,3,불안,두려운,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",34,47757,medium
8315_1_human,오늘 면접을 보고 왔는데 아무래도 잘 안될 것 같아.,human,1,불안,걱정스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",29,8315,medium
25239_3_human,애들이 놀라면 많이 미안하고 속상할 것 같아. 어쩌지?,human,3,불안,불안,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,30,25239,medium
1255_2_human,간단한 업무 관련 사항들도 기억이 나지 않아서 스트레스를 받아.,human,2,불안,스트레스 받는,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",35,1255,medium
50289_1_human,몸이 불편한데 가족마저 나를 도와주지 않아. 슬프다.,human,1,불안,당혹스러운,가족관계,남성,청소년,,emotion_불안,emotion_불안_situation_가족관계,29,50289,medium
11804_2_human,배우자 없이 혼자 살기 너무 싫어. 이혼하자 할까 두려워.,human,2,불안,불안,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",32,11804,medium
50315_2_human,매일 아침 다짐은 하는데 그걸 실천하는 것이 어렵게 느껴져.,human,2,불안,조심스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",33,50315,medium
48536_3_human,디스크가 원인이니 일단 병원에 가서 치료를 받아야겠어.,human,3,불안,조심스러운,"대인관계(부부, 자녀)",여성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",30,48536,medium
39162_3_human,아무것도 안하니 놀게만 되고 사람도 못만나니 재미가 없어.,human,3,불안,취약한,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,32,39162,medium
17510_2_human,응. 나는 나한테 불러오라고 하지 않았으면 좋겠어.,human,2,불안,당혹스러운,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,28,17510,medium
21482_2_human,오늘 요리할 때도 실수해서 엄마한테 혼나지 않을까 불안했어.,human,2,불안,조심스러운,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,33,21482,medium
31831_1_human,재정이 넉넉하지 못한 게 내 유일한 취약점이야. 불안해.,human,1,불안,취약한,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",31,31831,medium
14490_2_human,연락도 안 되고 걱정되는데 어떻게 해야 될지 모르겠어.,human,2,불안,당혹스러운,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",30,14490,medium
18575_1_human,숙제를 안 했는데 언제 검사할지 몰라서 계속 너무 불안해.,human,1,불안,불안,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,32,18575,medium
36691_2_human,따돌림 시키자고 하는 아이가 나랑 친한 애라 더 하기 싫어.,human,2,불안,스트레스 받는,학교폭력/따돌림,남성,청소년,,emotion_불안,emotion_불안_situation_학교폭력/따돌림,33,36691,medium
17248_2_human,우리 손자는 아직 어려서 할머니 손길이 없으면 곤란할 텐데.,human,2,불안,걱정스러운,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",33,17248,medium
44692_3_human,헬스 다니는 것부터 시작하려고 해. 건강을 꼭 되찾아야겠어.,human,3,불안,혼란스러운,건강,여성,중년,,emotion_불안,emotion_불안_situation_건강,33,44692,medium
10869_2_human,금방 더웠다가 추웠다가 어떻게 해야 할지 모를 때가 많아.,human,2,불안,초조한,건강,여성,중년,,emotion_불안,emotion_불안_situation_건강,32,10869,medium
17396_1_human,아내가 내게 무언가를 숨기고 있는 것 같아 불안해.,human,1,불안,회의적인,"연애,결혼,출산",남성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",28,17396,medium
36327_2_human,전날 밤을 새워서 예상 질문을 만들어 대답도 해봤어.,human,2,불안,걱정스러운,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,29,36327,medium
17048_2_human,지금까지 잘 숨겨왔는데 이제 들키는 건 시간 문제 같아.,human,2,불안,걱정스러운,건강,여성,중년,,emotion_불안,emotion_불안_situation_건강,31,17048,medium
25244_3_human,바쁘지 않은 오전이나 평일에 다시 한 번 가봐야겠어.,human,3,불안,두려운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,29,25244,medium
48609_3_human,기계 시스템을 다루는 학과를 가고 싶어. 전과를 준비해볼 거야.,human,3,불안,조심스러운,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,35,48609,medium
46640_3_human,친구와 진지하게 대화를 나누고 이유를 찾아야 할 거 같아.,human,3,불안,스트레스 받는,대인관계,여성,청년,,emotion_불안,emotion_불안_situation_대인관계,32,46640,medium
14307_3_human,아무래도 너무 슬프겠지만 헤어지는 게 좋을 거 같아.,human,3,불안,두려운,"연애,결혼,출산",남성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",29,14307,medium
30340_2_human,친구들과 친해지기 위해 노력하는 모습을 보여줄꺼야.,human,2,불안,초조한,학교폭력/따돌림,남성,청소년,,emotion_불안,emotion_불안_situation_학교폭력/따돌림,28,30340,medium
23154_1_human,내가 원래 맡던 일과 상관없이 다른 일도 담당하게 되어 속상해.,human,1,불안,혼란스러운,"직장, 업무 스트레스",남성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",35,23154,medium
12899_3_human,부모님 오시면 사실대로 말씀 드리고 용서를 빌어야 할 것 같아.,human,3,불안,걱정스러운,학교폭력/따돌림,남성,청소년,,emotion_불안,emotion_불안_situation_학교폭력/따돌림,35,12899,medium
46542_1_human,우리 집에는 엄마만 있는데 엄마가 몸이 불편하셔서 더 힘들어.,human,1,불안,두려운,가족관계,남성,청소년,,emotion_불안,emotion_불안_situation_가족관계,34,46542,medium
38711_1_human,남편이 건강도 안 좋은데 술이랑 담배를 하고 있어서 미워죽겠어.,human,1,불안,걱정스러운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,35,38711,medium
8904_1_human,내가 과연 좋은 직장을 다니고 있는 건지 회의감이 들어.,human,1,불안,회의적인,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",31,8904,medium
27890_1_human,더 이상 나에게 의견을 물어보는 사람이 없어 너무 속상해.,human,1,불안,걱정스러운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,32,27890,medium
12108_2_human,내일 처음 직장에 나가는데 실수할까 봐 조심스러워.,human,2,불안,조심스러운,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",28,12108,medium
47345_2_human,뭘 해도 재미가 없고 아예 어떤 걸 시작하기조차 힘들어.,human,2,불안,스트레스 받는,건강,여성,중년,,emotion_불안,emotion_불안_situation_건강,31,47345,medium
10319_3_human,다들 좋은 사람 만나서 잘만 사는데 나는 왜 짝이 없을까?,human,3,불안,두려운,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",32,10319,medium
25043_2_human,병원에서 조심하라고 했는데 결국은 병이 생겼나 봐.,human,2,불안,두려운,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",28,25043,medium
24542_2_human,이 나이에 몸이 아프면 좀처럼 잘 낫지도 않는데 걱정이야.,human,2,불안,걱정스러운,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,32,24542,medium
48055_3_human,전문가의 도움이 필요한 거 같아 선생님에게 도움을 요청해야겠어.,human,3,불안,취약한,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,35,48055,medium
23356_3_human,딸뿐만 아니라 딸의 친구들에게도 계속 연락해 봐야겠어.,human,3,불안,초조한,"대인관계(부부, 자녀)",여성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",30,23356,medium
29872_2_human,친구가 건강검진 받았는데 암말기라서 나도 걱정이 되네.,human,2,불안,초조한,"건강,죽음",남성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",30,29872,medium
35889_3_human,내가 특출난건 다른사람의 말을 잘 들어주는 일인 것 같아.,human,3,불안,걱정스러운,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,32,35889,medium
12040_2_human,연애를 오래 안 해서 그런지 어떻게 해야 할지도 모르겠어.,human,2,불안,취약한,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",32,12040,medium
16458_2_human,너무 주변에 신경을 기울이지 않고 살아왔나봐 후회가 돼.,human,2,불안,불안,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",31,16458,medium
16459_2_human,체질이 맞지 않으면 결국 모든 일이 허사가 되고 마니까 그래.,human,2,불안,불안,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",34,16459,medium
10160_3_human,건강에 해로운데 어떤 부모가 그것을 용인해 줄 수 있어?,human,3,불안,혼란스러운,"대인관계(부부, 자녀)",남성,중년,,emotion_불안,"emotion_불안_situation_대인관계(부부, 자녀)",31,10160,medium
38531_2_human,그런데 가사 중에 식사 준비가 꽤 많은 시간을 차지하거든?,human,2,불안,취약한,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",32,38531,medium
29867_1_human,이제 인생도 살 만큼 살았네. 굳이 더 살 필요가 있을까?,human,1,불안,회의적인,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",32,29867,medium
40394_3_human,좋은 생각인 것 같네. 자꾸 메모하는 습관을 길러 봐야겠어.,human,3,불안,불안,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",33,40394,medium
17656_3_human,장학금을 받을 수 있는 학교에 대해 더 자세히 살펴보아야겠어.,human,3,불안,취약한,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,34,17656,medium
7918_2_human,맞아. 계속 감원하면서 일은 다 나한테 넘어오고 너무 벅차네.,human,2,불안,회의적인,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",34,7918,medium
17414_2_human,내가 이제까지 내 몸을 너무 막 다뤘어. 너무 늦은 게 아닐까?,human,2,불안,회의적인,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,35,17414,medium
18536_3_human,머리 마사지를 하면서 긴장을 풀면 좀 괜찮아 질 거야.,human,3,불안,초조한,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,30,18536,medium
6859_2_human,그런 건 아니지만 이 나이 때 돌연사 비율이 높다고 하니까.,human,2,불안,불안,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,33,6859,medium
21270_3_human,부모님께 전화해서 책상 위에 내 용돈이 있는지 물어봐야겠어.,human,3,불안,초조한,가족관계,남성,청소년,,emotion_불안,emotion_불안_situation_가족관계,33,21270,medium
19092_2_human,무엇을 하든 항상 돈 부터 생각하는 내 자신이 초라해져.,human,2,불안,취약한,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",31,19092,medium
20374_3_human,어쩔 수 없지. 남들 놀아도 난 새 일을 찾아봐야지.,human,3,불안,혼란스러운,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",29,20374,medium
2237_2_human,함께 일한 지 얼마 안 되지만 너무 자기 방식대로 굴어.,human,2,불안,스트레스 받는,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",31,2237,medium
45156_2_human,요새 취업하는 게 점점 어려워지고 있는데 걱정이야.,human,2,불안,불안,학업 및 진로,남성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,28,45156,medium
18274_1_human,오랫동안 연락 없던 친구가 수술비를 빌려달라며 연락해왔어.,human,1,불안,당혹스러운,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,32,18274,medium
20673_1_human,엄마 몰래 남자친구랑 사귀는걸. 들킬까 봐 걱정 돼.,human,1,불안,불안,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,29,20673,medium
8557_2_human,주변 사람들도 다 결혼생활은 생각과 너무 다르다고들 말하니까.,human,2,불안,불안,"연애,결혼,출산",남성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",34,8557,medium
7364_3_human,남편과 이야기해봤는데 남편은 내 마음을 몰라주는 것 같아.,human,3,불안,두려운,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",32,7364,medium
34423_2_human,이제 곧 인사 시즌인데 이번에 내가 순환 근무 순번이거든.,human,2,불안,불안,"진로,취업,직장",여성,청년,,emotion_불안,"emotion_불안_situation_진로,취업,직장",32,34423,medium
19040_3_human,재테크 공부를 시작해봐야겠어. 하루라도 젊을 때 준비해놔야지.,human,3,불안,초조한,"재정,은퇴,노후준비",남성,중년,,emotion_불안,"emotion_불안_situation_재정,은퇴,노후준비",34,19040,medium
25069_1_human,친척이 알려준 민간요법이 암 치료에 효과가 있는지 모르겠어.,human,1,불안,회의적인,"건강,죽음",여성,노년,,emotion_불안,"emotion_불안_situation_건강,죽음",33,25069,medium
22949_2_human,동네 병원에서 약을 처방받아 복용했는데도 좋아지지 않았어.,human,2,불안,초조한,건강,남성,중년,,emotion_불안,emotion_불안_situation_건강,32,22949,medium
34656_2_human,은퇴 후에도 할 수 있는 일자리를 찾아봐야 하는 걸까.,human,2,불안,초조한,재정,남성,노년,,emotion_불안,emotion_불안_situation_재정,30,34656,medium
21153_1_human,간만에 차로 출근해서 주차하다가 사장님의 차를 긁어버렸어.,human,1,불안,두려운,대인관계,남성,청년,,emotion_불안,emotion_불안_situation_대인관계,32,21153,medium
46472_3_human,경제적으로 나아지고 늙음에 대한 내려놓음이 필요한 것 같아.,human,3,불안,초조한,건강,여성,중년,,emotion_불안,emotion_불안_situation_건강,33,46472,medium
34760_2_human,응. 매일매일 술을 먹는데 이제는 보고만 있자니 스트레스받아.,human,2,불안,스트레스 받는,대인관계,남성,노년,,emotion_불안,emotion_불안_situation_대인관계,34,34760,medium
48132_3_human,그냥 울고 싶어. 내 마음을 누군가가 알아준다면 좋겠어.,human,3,불안,회의적인,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,31,48132,medium
48430_3_human,병원에서는 일단 스트레스받지 말고 마음을 편하게 해야 한대.,human,3,불안,두려운,재정,여성,노년,,emotion_불안,emotion_불안_situation_재정,33,48430,medium
36896_1_human,나는 미술대학을 원하는데 선생님이랑 부모님은 반대하셔.,human,1,불안,초조한,학업 및 진로,여성,청소년,,emotion_불안,emotion_불안_situation_학업 및 진로,30,36896,medium
49793_1_human,나는 계속 늙어 가는데 앞으로 어찌 먹고살지 걱정이야.,human,1,불안,회의적인,재정,여성,노년,,emotion_불안,emotion_불안_situation_재정,30,49793,medium
47564_1_human,오늘 남자친구와 싸웠어. 이러다가 헤어질까 봐 초조해.,human,1,불안,불안,가족관계,여성,청소년,,emotion_불안,emotion_불안_situation_가족관계,30,47564,medium
3413_1_human,마누라가 아이를 갖자고 하는 데 나는 아이가 필요하나 싶어.,human,1,불안,회의적인,"연애,결혼,출산",남성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",33,3413,medium
28799_1_human,내가 싫어하는 직장 상사와 종일 같은 공간에서 근무하고 있어.,human,1,불안,스트레스 받는,대인관계,남성,청년,,emotion_불안,emotion_불안_situation_대인관계,34,28799,medium
2687_2_human,회사 동료들에게 웃음거리가 될까봐  늘 긴장을 해.,human,2,불안,불안,"직장, 업무 스트레스",여성,중년,,emotion_불안,"emotion_불안_situation_직장, 업무 스트레스",28,2687,medium
38969_1_human,요즘 들어 부쩍 단어가 생각이 안 나 말문이 막힐 때가 많아.,human,1,불안,당혹스러운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,34,38969,medium
9092_2_human,불안하지. 결혼해도 주변에 여자가 많으면 바람피울 것 같고.,human,2,불안,불안,"연애,결혼,출산",여성,청년,,emotion_불안,"emotion_불안_situation_연애,결혼,출산",33,9092,medium
38273_3_human,토론을 할 때 흥미를 보이지 않으니 내가 다 불편할 지경이야.,human,3,불안,조심스러운,대인관계,여성,노년,,emotion_불안,emotion_불안_situation_대인관계,34,38273,medium
